level_0,index,Product Name,Description,Reviewer Name,Review Title,Review,Date,Rating,Verified Purchase,Helpful Votes,compound_df_import,positive_df_import,negative_df_import,neutral_sentiment_df_import,anger_df_import,disgust_df_import,fear_df_import,joy_df_import,neutral_df_import,sadness_df_import,surprise_df_import,compound_df_reviews,positive_df_reviews,negative_df_reviews,neutral_sentiment_df_reviews,anger_df_emotions,disgust_df_emotions,fear_df_emotions,joy_df_emotions,neutral_df_emotions,sadness_df_emotions,surprise_df_emotions
664,664,"Uni Solve 402300 Adhesive Remover Wipe, Pack of 104","Uni Solve Adhesive Remover Wipes, 50 Each. Precautions:Use only as directed. For external use only. Avoid contact with eyes. Vapour may be harmful - use with adequate ventilation. Flammable. Do not use near heat, sparks or open flame. Keep out of reach of children. Avoid contact with painted/finished surfaces. Do not apply to open wounds or mucous membranes.Indications:Indicated for the removal of adhesive devices. Indicated for the removal of adhesive residue from skin.Softens adhesive on tapes, films and appliances thereby minimizing trauma caused by adhesive removal.INSTRUCTIONS FOR USE:Step 1:Apply UNI-SOLVE Adhesive Remover with cotton applicator, or gauze to edge of tape or appliance.Squeeze gently so fluid flows between skin and adhesive.Step 2:Wash skin with soap and water, rinse, and pat dry.",Kris Rudin,"Works great, but funny smell","I was really impressed at how well this works! Super fast and easy. But the smell is…odd. Not exactly bad, but not a good smell, and it lingers forever. I’d give it 5 stars if it smelled better!",7/22/2024,4.0,Yes,0,0.9051,0.345,0.066,0.59,0.0244918204843997,0.6276871562004089,0.0082807699218392,0.0072244540788233,0.1142622083425521,0.0165319833904504,0.201521635055542,0.9051,0.345,0.066,0.59,0.024491779506206512,0.6276878118515015,0.008280766196548939,0.0072244517505168915,0.11426206678152084,0.01653197407722473,0.20152108371257782
665,665,"Uni Solve 402300 Adhesive Remover Wipe, Pack of 105","Uni Solve Adhesive Remover Wipes, 50 Each. Precautions:Use only as directed. For external use only. Avoid contact with eyes. Vapour may be harmful - use with adequate ventilation. Flammable. Do not use near heat, sparks or open flame. Keep out of reach of children. Avoid contact with painted/finished surfaces. Do not apply to open wounds or mucous membranes.Indications:Indicated for the removal of adhesive devices. Indicated for the removal of adhesive residue from skin.Softens adhesive on tapes, films and appliances thereby minimizing trauma caused by adhesive removal.INSTRUCTIONS FOR USE:Step 1:Apply UNI-SOLVE Adhesive Remover with cotton applicator, or gauze to edge of tape or appliance.Squeeze gently so fluid flows between skin and adhesive.Step 2:Wash skin with soap and water, rinse, and pat dry.",John 2022,Works on any residue.,I’ve used this on bandages and anything they leave behind.  Just gently rub the area and it comes right off.  Also works on tape on other surfaces.  Recommend.,10/7/2024,5.0,Yes,0,0.6486,0.174,0.038,0.789,0.0247259028255939,0.0634917244315147,0.032411616295576,0.0073329261504113,0.8230839967727661,0.0260631367564201,0.0228907410055398,0.6486,0.174,0.038,0.789,0.02472589537501335,0.06349175423383713,0.0324116013944149,0.007332919165492058,0.8230839371681213,0.0260631013661623,0.022890713065862656
666,666,"Uni Solve 402300 Adhesive Remover Wipe, Pack of 106","Uni Solve Adhesive Remover Wipes, 50 Each. Precautions:Use only as directed. For external use only. Avoid contact with eyes. Vapour may be harmful - use with adequate ventilation. Flammable. Do not use near heat, sparks or open flame. Keep out of reach of children. Avoid contact with painted/finished surfaces. Do not apply to open wounds or mucous membranes.Indications:Indicated for the removal of adhesive devices. Indicated for the removal of adhesive residue from skin.Softens adhesive on tapes, films and appliances thereby minimizing trauma caused by adhesive removal.INSTRUCTIONS FOR USE:Step 1:Apply UNI-SOLVE Adhesive Remover with cotton applicator, or gauze to edge of tape or appliance.Squeeze gently so fluid flows between skin and adhesive.Step 2:Wash skin with soap and water, rinse, and pat dry.",durham,great product,works well and helps keep skin irritation down when replacing a cgm or insulin pump,10/24/2024,5.0,Yes,0,0.1027,0.247,0.174,0.579,0.3771264851093292,0.0354648008942604,0.0070049199275672,0.0220650099217891,0.5110989212989807,0.0355023480951786,0.0117374956607818,0.1027,0.247,0.174,0.579,0.3771260976791382,0.035464804619550705,0.0070049213245511055,0.022065062075853348,0.5110992193222046,0.035502348095178604,0.011737500317394733
667,667,"Uni Solve 402300 Adhesive Remover Wipe, Pack of 107","Uni Solve Adhesive Remover Wipes, 50 Each. Precautions:Use only as directed. For external use only. Avoid contact with eyes. Vapour may be harmful - use with adequate ventilation. Flammable. Do not use near heat, sparks or open flame. Keep out of reach of children. Avoid contact with painted/finished surfaces. Do not apply to open wounds or mucous membranes.Indications:Indicated for the removal of adhesive devices. Indicated for the removal of adhesive residue from skin.Softens adhesive on tapes, films and appliances thereby minimizing trauma caused by adhesive removal.INSTRUCTIONS FOR USE:Step 1:Apply UNI-SOLVE Adhesive Remover with cotton applicator, or gauze to edge of tape or appliance.Squeeze gently so fluid flows between skin and adhesive.Step 2:Wash skin with soap and water, rinse, and pat dry.",Patrick J.,Good product,This is a great product for removing adhesive on skin.,9/30/2024,5.0,Yes,0,0.6249,0.339,0.0,0.661,0.0080602718517184,0.1385106295347213,0.0044421409256756,0.3023505508899688,0.5257669687271118,0.0086800754070281,0.0121893547475337,0.6249,0.339,0.0,0.661,0.008060270920395851,0.13851036131381989,0.004442137666046619,0.30235064029693604,0.5257671475410461,0.008680078200995922,0.01218936126679182
668,668,"Uni Solve 402300 Adhesive Remover Wipe, Pack of 108","Uni Solve Adhesive Remover Wipes, 50 Each. Precautions:Use only as directed. For external use only. Avoid contact with eyes. Vapour may be harmful - use with adequate ventilation. Flammable. Do not use near heat, sparks or open flame. Keep out of reach of children. Avoid contact with painted/finished surfaces. Do not apply to open wounds or mucous membranes.Indications:Indicated for the removal of adhesive devices. Indicated for the removal of adhesive residue from skin.Softens adhesive on tapes, films and appliances thereby minimizing trauma caused by adhesive removal.INSTRUCTIONS FOR USE:Step 1:Apply UNI-SOLVE Adhesive Remover with cotton applicator, or gauze to edge of tape or appliance.Squeeze gently so fluid flows between skin and adhesive.Step 2:Wash skin with soap and water, rinse, and pat dry.",David Howard,Product Did Exactly What It Was Supposed To Do,I used this to remove my Dexcom G7 Sensor and Adhesive Overpatch from my arm. Worked extremely well to remove the adhesive overpatch and allowing me to remove the Dexcom G7 Sensor at the end of it's 10 day cycle,10/28/2024,5.0,Yes,0,0.3384,0.059,0.0,0.941,0.0322698503732681,0.0319257266819477,0.0160893406718969,0.0334985516965389,0.8087162375450134,0.0364237911999225,0.0410765185952186,0.3384,0.059,0.0,0.941,0.03226986154913902,0.03192571550607681,0.016089357435703278,0.0334986075758934,0.8087160587310791,0.03642381727695465,0.04107654094696045
669,669,"Uni Solve 402300 Adhesive Remover Wipe, Pack of 109","Uni Solve Adhesive Remover Wipes, 50 Each. Precautions:Use only as directed. For external use only. Avoid contact with eyes. Vapour may be harmful - use with adequate ventilation. Flammable. Do not use near heat, sparks or open flame. Keep out of reach of children. Avoid contact with painted/finished surfaces. Do not apply to open wounds or mucous membranes.Indications:Indicated for the removal of adhesive devices. Indicated for the removal of adhesive residue from skin.Softens adhesive on tapes, films and appliances thereby minimizing trauma caused by adhesive removal.INSTRUCTIONS FOR USE:Step 1:Apply UNI-SOLVE Adhesive Remover with cotton applicator, or gauze to edge of tape or appliance.Squeeze gently so fluid flows between skin and adhesive.Step 2:Wash skin with soap and water, rinse, and pat dry.",S. Jackson,A must-have if you're going to use SkinTac,"I added SkinTac and overpatches when my wife's G7s kept falling out. Without this Uni Solve, the SkinTac would have held everything in place for six months. The Uni Solve helps ""change day"" go a lot better than it would otherwise. That SkinTac is STRONG!",10/22/2024,5.0,Yes,0,0.793,0.19,0.093,0.717,0.1763761937618255,0.0391481779515743,0.0033766473643481,0.070080354809761,0.6614169478416443,0.0051331762224435,0.0444685593247413,0.793,0.19,0.093,0.717,0.17637652158737183,0.0391482412815094,0.003376651555299759,0.07008034735918045,0.6614165902137756,0.005133173428475857,0.04446854814887047
670,670,"Uni Solve 402300 Adhesive Remover Wipe, Pack of 110","Uni Solve Adhesive Remover Wipes, 50 Each. Precautions:Use only as directed. For external use only. Avoid contact with eyes. Vapour may be harmful - use with adequate ventilation. Flammable. Do not use near heat, sparks or open flame. Keep out of reach of children. Avoid contact with painted/finished surfaces. Do not apply to open wounds or mucous membranes.Indications:Indicated for the removal of adhesive devices. Indicated for the removal of adhesive residue from skin.Softens adhesive on tapes, films and appliances thereby minimizing trauma caused by adhesive removal.INSTRUCTIONS FOR USE:Step 1:Apply UNI-SOLVE Adhesive Remover with cotton applicator, or gauze to edge of tape or appliance.Squeeze gently so fluid flows between skin and adhesive.Step 2:Wash skin with soap and water, rinse, and pat dry.",Laura McDaniels,Love these wipes,These wipes works wonders to get ride of the adhesive on my CGM and off my arm. If anyone needs to get some wipes to remove adhesive i would recommend these wipes because they work.,10/18/2024,5.0,Yes,0,0.3612,0.07,0.0,0.93,0.0052671791054308,0.0398667193949222,0.0055162045173347,0.0440289787948131,0.8735235929489136,0.0160519387573003,0.0157452728599309,0.3612,0.07,0.0,0.93,0.005267178639769554,0.039866793900728226,0.00551620963960886,0.04402898624539375,0.8735235333442688,0.01605195552110672,0.015745263546705246
671,671,"Uni Solve 402300 Adhesive Remover Wipe, Pack of 111","Uni Solve Adhesive Remover Wipes, 50 Each. Precautions:Use only as directed. For external use only. Avoid contact with eyes. Vapour may be harmful - use with adequate ventilation. Flammable. Do not use near heat, sparks or open flame. Keep out of reach of children. Avoid contact with painted/finished surfaces. Do not apply to open wounds or mucous membranes.Indications:Indicated for the removal of adhesive devices. Indicated for the removal of adhesive residue from skin.Softens adhesive on tapes, films and appliances thereby minimizing trauma caused by adhesive removal.INSTRUCTIONS FOR USE:Step 1:Apply UNI-SOLVE Adhesive Remover with cotton applicator, or gauze to edge of tape or appliance.Squeeze gently so fluid flows between skin and adhesive.Step 2:Wash skin with soap and water, rinse, and pat dry.",Austenite,Very effective,"Using It makes a big difference in pain levels during a wound change, I ordered it although nurses thought alcohol pads are good enough but they don't feel my pain",10/12/2024,5.0,Yes,0,-0.6858,0.06,0.203,0.737,0.0191004630178213,0.0951455906033515,0.0313419923186302,0.0050065121613442,0.2813556492328644,0.5361917018890381,0.0318580493330955,-0.6858,0.06,0.203,0.737,0.019100485369563103,0.09514570236206055,0.03134199604392052,0.005006514489650726,0.28135544061660767,0.5361917614936829,0.03185806795954704
672,672,"Uni Solve 402300 Adhesive Remover Wipe, Pack of 112","Uni Solve Adhesive Remover Wipes, 50 Each. Precautions:Use only as directed. For external use only. Avoid contact with eyes. Vapour may be harmful - use with adequate ventilation. Flammable. Do not use near heat, sparks or open flame. Keep out of reach of children. Avoid contact with painted/finished surfaces. Do not apply to open wounds or mucous membranes.Indications:Indicated for the removal of adhesive devices. Indicated for the removal of adhesive residue from skin.Softens adhesive on tapes, films and appliances thereby minimizing trauma caused by adhesive removal.INSTRUCTIONS FOR USE:Step 1:Apply UNI-SOLVE Adhesive Remover with cotton applicator, or gauze to edge of tape or appliance.Squeeze gently so fluid flows between skin and adhesive.Step 2:Wash skin with soap and water, rinse, and pat dry.",Amy May,I can't believe how well this works!,"I saw someone in a video use these to easily dissolve the adhesive and remove a glucose monitor sensor from their small child. I struggled to clean off adhesive for years and after 1 try of these little remover pads, I am hooked!!! They completely removed the adhesive without harsh scrubbing! Yay!",9/29/2024,5.0,Yes,0,0.542,0.158,0.094,0.747,0.1627140790224075,0.3485223948955536,0.0064323348924517,0.0304402373731136,0.1279715150594711,0.015340706333518,0.308578759431839,0.542,0.158,0.094,0.747,0.16271384060382843,0.34852227568626404,0.006432333029806614,0.030440179631114006,0.1279716193675995,0.015340722166001797,0.3085790276527405
673,673,"Uni Solve 402300 Adhesive Remover Wipe, Pack of 113","Uni Solve Adhesive Remover Wipes, 50 Each. Precautions:Use only as directed. For external use only. Avoid contact with eyes. Vapour may be harmful - use with adequate ventilation. Flammable. Do not use near heat, sparks or open flame. Keep out of reach of children. Avoid contact with painted/finished surfaces. Do not apply to open wounds or mucous membranes.Indications:Indicated for the removal of adhesive devices. Indicated for the removal of adhesive residue from skin.Softens adhesive on tapes, films and appliances thereby minimizing trauma caused by adhesive removal.INSTRUCTIONS FOR USE:Step 1:Apply UNI-SOLVE Adhesive Remover with cotton applicator, or gauze to edge of tape or appliance.Squeeze gently so fluid flows between skin and adhesive.Step 2:Wash skin with soap and water, rinse, and pat dry.",Avid Reader,Helpful,These wipes were helpful for my parents when they need to take off tape and bandaids.,10/12/2024,4.0,Yes,0,0.4215,0.157,0.0,0.843,0.0113426009193062,0.1256911307573318,0.0207619182765483,0.0087278429418802,0.7928268909454346,0.0309137366712093,0.0097358236089348,0.4215,0.157,0.0,0.843,0.011342602781951427,0.12569135427474976,0.02076193504035473,0.008727850392460823,0.792826771736145,0.030913786962628365,0.009735831059515476
674,674,"Uni Solve 402300 Adhesive Remover Wipe, Pack of 114","Uni Solve Adhesive Remover Wipes, 50 Each. Precautions:Use only as directed. For external use only. Avoid contact with eyes. Vapour may be harmful - use with adequate ventilation. Flammable. Do not use near heat, sparks or open flame. Keep out of reach of children. Avoid contact with painted/finished surfaces. Do not apply to open wounds or mucous membranes.Indications:Indicated for the removal of adhesive devices. Indicated for the removal of adhesive residue from skin.Softens adhesive on tapes, films and appliances thereby minimizing trauma caused by adhesive removal.INSTRUCTIONS FOR USE:Step 1:Apply UNI-SOLVE Adhesive Remover with cotton applicator, or gauze to edge of tape or appliance.Squeeze gently so fluid flows between skin and adhesive.Step 2:Wash skin with soap and water, rinse, and pat dry.",gurgy,It is nice to have some skin left.,My husband is a cardiac patient. One of his doctors uses this to remove EKG pads. They leave skin attached to your body. Slowly dissolving the adhesive while removing the pad is so much better than the alternative. I keep some in our go bags for the hospital. It may take a few tries over a couple days to figure out if all of the adhesive is gone.,9/4/2024,5.0,Yes,0,0.4549,0.048,0.018,0.934,0.0070288144052028,0.0852786377072334,0.0140062496066093,0.0046412586234509,0.8617035150527954,0.0144388293847441,0.0129026705399155,0.4549,0.048,0.018,0.934,0.007028808817267418,0.08527855575084686,0.014006230048835278,0.00464125769212842,0.861703634262085,0.0144388098269701,0.01290265191346407
675,675,"Uni Solve 402300 Adhesive Remover Wipe, Pack of 115","Uni Solve Adhesive Remover Wipes, 50 Each. Precautions:Use only as directed. For external use only. Avoid contact with eyes. Vapour may be harmful - use with adequate ventilation. Flammable. Do not use near heat, sparks or open flame. Keep out of reach of children. Avoid contact with painted/finished surfaces. Do not apply to open wounds or mucous membranes.Indications:Indicated for the removal of adhesive devices. Indicated for the removal of adhesive residue from skin.Softens adhesive on tapes, films and appliances thereby minimizing trauma caused by adhesive removal.INSTRUCTIONS FOR USE:Step 1:Apply UNI-SOLVE Adhesive Remover with cotton applicator, or gauze to edge of tape or appliance.Squeeze gently so fluid flows between skin and adhesive.Step 2:Wash skin with soap and water, rinse, and pat dry.",DG’s Reviews,Helps to Remove Most Medical Tape,I prep my thin skin (which can tear easily) with Skin Prep before applying medical tape. I then use Unisolve when it’s time to remove the tape. I have found that it helps make it easier to remove most kinds of medical tape.,9/12/2024,5.0,Yes,0,0.6597,0.124,0.0,0.876,0.0152683034539222,0.0612589977681636,0.0339799560606479,0.0068657454103231,0.8590670228004456,0.0130681749433279,0.0104919141158461,0.6597,0.124,0.0,0.876,0.01526830904185772,0.06125903129577637,0.033979952335357666,0.006865754257887602,0.859066903591156,0.013068179599940777,0.010491923429071903
676,676,"Uni Solve 402300 Adhesive Remover Wipe, Pack of 116","Uni Solve Adhesive Remover Wipes, 50 Each. Precautions:Use only as directed. For external use only. Avoid contact with eyes. Vapour may be harmful - use with adequate ventilation. Flammable. Do not use near heat, sparks or open flame. Keep out of reach of children. Avoid contact with painted/finished surfaces. Do not apply to open wounds or mucous membranes.Indications:Indicated for the removal of adhesive devices. Indicated for the removal of adhesive residue from skin.Softens adhesive on tapes, films and appliances thereby minimizing trauma caused by adhesive removal.INSTRUCTIONS FOR USE:Step 1:Apply UNI-SOLVE Adhesive Remover with cotton applicator, or gauze to edge of tape or appliance.Squeeze gently so fluid flows between skin and adhesive.Step 2:Wash skin with soap and water, rinse, and pat dry.",Farmgals Twisted Fiber,works great,We use it to remove my husband's skin barriers for his ostomy .Works good.,9/27/2024,5.0,Yes,0,0.4404,0.182,0.0,0.818,0.0115948086604475,0.0294081643223762,0.0028273861389607,0.0740570724010467,0.861430823802948,0.0084388628602027,0.0122429206967353,0.4404,0.182,0.0,0.818,0.01159481517970562,0.029408123344182968,0.0028273863717913628,0.0740569531917572,0.8614308834075928,0.008438855409622192,0.012242910452187061
677,677,"Uni Solve 402300 Adhesive Remover Wipe, Pack of 117","Uni Solve Adhesive Remover Wipes, 50 Each. Precautions:Use only as directed. For external use only. Avoid contact with eyes. Vapour may be harmful - use with adequate ventilation. Flammable. Do not use near heat, sparks or open flame. Keep out of reach of children. Avoid contact with painted/finished surfaces. Do not apply to open wounds or mucous membranes.Indications:Indicated for the removal of adhesive devices. Indicated for the removal of adhesive residue from skin.Softens adhesive on tapes, films and appliances thereby minimizing trauma caused by adhesive removal.INSTRUCTIONS FOR USE:Step 1:Apply UNI-SOLVE Adhesive Remover with cotton applicator, or gauze to edge of tape or appliance.Squeeze gently so fluid flows between skin and adhesive.Step 2:Wash skin with soap and water, rinse, and pat dry.",Julie Zerlaut,Awesome!,"Previously tried to remove residue with baby wipes, witch hazel, rubbing alcohol, etc & would get raw skin where I would gently scratch off remaining residue outline. No more! These wipes work GREAT! No sticky residue remnants after just a few, gentle swipes!",9/5/2024,5.0,Yes,0,0.7723,0.221,0.131,0.648,0.0301604531705379,0.6508798003196716,0.0156915429979562,0.0220205374062061,0.2567525506019592,0.0146762449294328,0.0098188668489456,0.7723,0.221,0.131,0.648,0.03016047179698944,0.6508802175521851,0.01569153182208538,0.02202051505446434,0.2567521929740906,0.014676247723400593,0.009818858467042446
678,678,"Uni Solve 402300 Adhesive Remover Wipe, Pack of 118","Uni Solve Adhesive Remover Wipes, 50 Each. Precautions:Use only as directed. For external use only. Avoid contact with eyes. Vapour may be harmful - use with adequate ventilation. Flammable. Do not use near heat, sparks or open flame. Keep out of reach of children. Avoid contact with painted/finished surfaces. Do not apply to open wounds or mucous membranes.Indications:Indicated for the removal of adhesive devices. Indicated for the removal of adhesive residue from skin.Softens adhesive on tapes, films and appliances thereby minimizing trauma caused by adhesive removal.INSTRUCTIONS FOR USE:Step 1:Apply UNI-SOLVE Adhesive Remover with cotton applicator, or gauze to edge of tape or appliance.Squeeze gently so fluid flows between skin and adhesive.Step 2:Wash skin with soap and water, rinse, and pat dry.",Bob McMac,It really really works well!,The best product to remove adhesive tape residue from your skin!,9/27/2024,5.0,Yes,2,0.6696,0.31,0.0,0.69,0.0246620662510395,0.2330982238054275,0.0070543782785534,0.0490406714379787,0.6487753987312317,0.0080053340643644,0.0293639302253723,0.6696,0.31,0.0,0.69,0.024662084877490997,0.23309803009033203,0.007054383400827646,0.04904070496559143,0.6487755179405212,0.008005323819816113,0.029363935813307762
679,679,"Uni Solve 402300 Adhesive Remover Wipe, Pack of 119","Uni Solve Adhesive Remover Wipes, 50 Each. Precautions:Use only as directed. For external use only. Avoid contact with eyes. Vapour may be harmful - use with adequate ventilation. Flammable. Do not use near heat, sparks or open flame. Keep out of reach of children. Avoid contact with painted/finished surfaces. Do not apply to open wounds or mucous membranes.Indications:Indicated for the removal of adhesive devices. Indicated for the removal of adhesive residue from skin.Softens adhesive on tapes, films and appliances thereby minimizing trauma caused by adhesive removal.INSTRUCTIONS FOR USE:Step 1:Apply UNI-SOLVE Adhesive Remover with cotton applicator, or gauze to edge of tape or appliance.Squeeze gently so fluid flows between skin and adhesive.Step 2:Wash skin with soap and water, rinse, and pat dry.",Connie,works good to removed left over glue.,It was easy to use and wide enough to clean left over glue.  Loved it.,9/21/2024,5.0,Yes,0,0.8591,0.442,0.0,0.558,0.0040635662153363,0.0061075049452483,0.0009042068268172,0.5999877452850342,0.3474056720733642,0.0082909325137734,0.0332403592765331,0.8591,0.442,0.0,0.558,0.004063564818352461,0.00610750587657094,0.0009042075835168362,0.5999875664710999,0.34740591049194336,0.008290937170386314,0.03324034437537193
680,680,"Uni Solve 402300 Adhesive Remover Wipe, Pack of 120","Uni Solve Adhesive Remover Wipes, 50 Each. Precautions:Use only as directed. For external use only. Avoid contact with eyes. Vapour may be harmful - use with adequate ventilation. Flammable. Do not use near heat, sparks or open flame. Keep out of reach of children. Avoid contact with painted/finished surfaces. Do not apply to open wounds or mucous membranes.Indications:Indicated for the removal of adhesive devices. Indicated for the removal of adhesive residue from skin.Softens adhesive on tapes, films and appliances thereby minimizing trauma caused by adhesive removal.INSTRUCTIONS FOR USE:Step 1:Apply UNI-SOLVE Adhesive Remover with cotton applicator, or gauze to edge of tape or appliance.Squeeze gently so fluid flows between skin and adhesive.Step 2:Wash skin with soap and water, rinse, and pat dry.",serpas97,Removes the glue,I use these to remove the glue left behind by medical patches. They are the perfect size and work very well! I recommend and continue to purchase.,9/8/2024,5.0,Yes,0,0.8467,0.294,0.0,0.706,0.0111746927723288,0.0089038023725152,0.0014725408982485,0.1365570276975631,0.8201910257339478,0.0038389444816857,0.0178620014339685,0.8467,0.294,0.0,0.706,0.011174690909683704,0.008903808891773224,0.0014725398505106568,0.13655713200569153,0.8201909065246582,0.003838945645838976,0.017861997708678246
681,681,"Uni Solve 402300 Adhesive Remover Wipe, Pack of 121","Uni Solve Adhesive Remover Wipes, 50 Each. Precautions:Use only as directed. For external use only. Avoid contact with eyes. Vapour may be harmful - use with adequate ventilation. Flammable. Do not use near heat, sparks or open flame. Keep out of reach of children. Avoid contact with painted/finished surfaces. Do not apply to open wounds or mucous membranes.Indications:Indicated for the removal of adhesive devices. Indicated for the removal of adhesive residue from skin.Softens adhesive on tapes, films and appliances thereby minimizing trauma caused by adhesive removal.INSTRUCTIONS FOR USE:Step 1:Apply UNI-SOLVE Adhesive Remover with cotton applicator, or gauze to edge of tape or appliance.Squeeze gently so fluid flows between skin and adhesive.Step 2:Wash skin with soap and water, rinse, and pat dry.",Sen,Useful for getting rid of KT tape residue,"KT tape is great but it leaves residue from the edges of the adhesive, this wipes it away effortlessly.",9/11/2024,5.0,Yes,0,0.3716,0.124,0.0,0.876,0.0119260028004646,0.0421029403805732,0.0032301966566592,0.034053836017847,0.8925828337669373,0.005155483726412,0.0109486645087599,0.3716,0.124,0.0,0.876,0.01192600280046463,0.04210294038057327,0.003230190370231867,0.03405385464429855,0.8925828337669373,0.005155476275831461,0.010948648676276207
682,682,"Uni Solve 402300 Adhesive Remover Wipe, Pack of 122","Uni Solve Adhesive Remover Wipes, 50 Each. Precautions:Use only as directed. For external use only. Avoid contact with eyes. Vapour may be harmful - use with adequate ventilation. Flammable. Do not use near heat, sparks or open flame. Keep out of reach of children. Avoid contact with painted/finished surfaces. Do not apply to open wounds or mucous membranes.Indications:Indicated for the removal of adhesive devices. Indicated for the removal of adhesive residue from skin.Softens adhesive on tapes, films and appliances thereby minimizing trauma caused by adhesive removal.INSTRUCTIONS FOR USE:Step 1:Apply UNI-SOLVE Adhesive Remover with cotton applicator, or gauze to edge of tape or appliance.Squeeze gently so fluid flows between skin and adhesive.Step 2:Wash skin with soap and water, rinse, and pat dry.",Chip,No scouring,Removed adhesive residue from my chest (ECG electrodes) with minimal rubbing. No red marks. A-plus!,9/12/2024,5.0,Yes,0,-0.3595,0.0,0.151,0.849,0.0665109753608703,0.2155836224555969,0.0057596680708229,0.0329562798142433,0.617540717124939,0.0259424615651369,0.0357062481343746,-0.3595,0.0,0.151,0.849,0.06651095300912857,0.2155836969614029,0.005759662948548794,0.032956287264823914,0.6175408363342285,0.025942429900169373,0.03570621460676193
683,683,"Uni Solve 402300 Adhesive Remover Wipe, Pack of 123","Uni Solve Adhesive Remover Wipes, 50 Each. Precautions:Use only as directed. For external use only. Avoid contact with eyes. Vapour may be harmful - use with adequate ventilation. Flammable. Do not use near heat, sparks or open flame. Keep out of reach of children. Avoid contact with painted/finished surfaces. Do not apply to open wounds or mucous membranes.Indications:Indicated for the removal of adhesive devices. Indicated for the removal of adhesive residue from skin.Softens adhesive on tapes, films and appliances thereby minimizing trauma caused by adhesive removal.INSTRUCTIONS FOR USE:Step 1:Apply UNI-SOLVE Adhesive Remover with cotton applicator, or gauze to edge of tape or appliance.Squeeze gently so fluid flows between skin and adhesive.Step 2:Wash skin with soap and water, rinse, and pat dry.",Sandy Crenshaw,Work fantastic,These wipes remove adhesive so easily from your skin or other surfaces.  Totally impressed with how well they work.,9/7/2024,5.0,Yes,0,0.8229,0.35,0.0,0.65,0.005240514408797,0.0073352325707674,0.0013108366401866,0.0057569979690015,0.0851593017578125,0.0047457902692258,0.8904513120651245,0.8229,0.35,0.0,0.65,0.005240526050329208,0.007335246074944735,0.0013108376879245043,0.00575700867921114,0.08515938371419907,0.004745792597532272,0.8904512524604797
684,684,"Uni Solve 402300 Adhesive Remover Wipe, Pack of 124","Uni Solve Adhesive Remover Wipes, 50 Each. Precautions:Use only as directed. For external use only. Avoid contact with eyes. Vapour may be harmful - use with adequate ventilation. Flammable. Do not use near heat, sparks or open flame. Keep out of reach of children. Avoid contact with painted/finished surfaces. Do not apply to open wounds or mucous membranes.Indications:Indicated for the removal of adhesive devices. Indicated for the removal of adhesive residue from skin.Softens adhesive on tapes, films and appliances thereby minimizing trauma caused by adhesive removal.INSTRUCTIONS FOR USE:Step 1:Apply UNI-SOLVE Adhesive Remover with cotton applicator, or gauze to edge of tape or appliance.Squeeze gently so fluid flows between skin and adhesive.Step 2:Wash skin with soap and water, rinse, and pat dry.",Daryl Dehmer,It works well to remove CGM adhesive.,It works well to remove CGM adhesive.It removed months old adhesive residue in seconds from my skin.,9/9/2024,5.0,Yes,0,0.2732,0.116,0.0,0.884,0.0163372196257114,0.0661222338676452,0.003684221766889,0.0355511978268623,0.8579907417297363,0.0113447187468409,0.008969641290605,0.2732,0.116,0.0,0.884,0.016337210312485695,0.06612224131822586,0.0036842154804617167,0.03555116802453995,0.8579908013343811,0.011344715021550655,0.00896963756531477
685,685,"Uni Solve 402300 Adhesive Remover Wipe, Pack of 125","Uni Solve Adhesive Remover Wipes, 50 Each. Precautions:Use only as directed. For external use only. Avoid contact with eyes. Vapour may be harmful - use with adequate ventilation. Flammable. Do not use near heat, sparks or open flame. Keep out of reach of children. Avoid contact with painted/finished surfaces. Do not apply to open wounds or mucous membranes.Indications:Indicated for the removal of adhesive devices. Indicated for the removal of adhesive residue from skin.Softens adhesive on tapes, films and appliances thereby minimizing trauma caused by adhesive removal.INSTRUCTIONS FOR USE:Step 1:Apply UNI-SOLVE Adhesive Remover with cotton applicator, or gauze to edge of tape or appliance.Squeeze gently so fluid flows between skin and adhesive.Step 2:Wash skin with soap and water, rinse, and pat dry.",Raub Ritter,Works better than GooGone or alcohol,My only complaint is the very small size of the patches.  Folds out to appx 11/2 inch square.I had abdominal surgery with open drain.  Dressing is changed every day for last 4 weeks so skin is very tender.  These work so much better than alcohol patches or my old stand by - GooGone.  Does not burn the skin and works wonders on removing the adhesive.  Wish the hospital would use these.HIGHLY RECOMMEND,8/8/2024,5.0,Yes,4,0.7852,0.118,0.028,0.854,0.013542360626161,0.0122919538989663,0.0113486284390091,0.0586126931011676,0.3504747748374939,0.3683706223964691,0.1853589862585067,0.7852,0.118,0.028,0.854,0.013542355969548225,0.012291978113353252,0.011348622851073742,0.058612775057554245,0.35047534108161926,0.3683696389198303,0.1853591948747635
